fen,outcome,side_to_move
rnb2rk1/pp2qppp/2pb1n2/3Pp3/8/1P1BP3/PB1PNPPP/2RQK2R b K - 0 8,0.0,b
r1b1qrk1/pp3ppp/2nb1n2/4p3/8/1P1BP1N1/PB1P1PPP/2RQK2R b K - 1 10,0.0,b
r1b2rk1/pp3ppp/3b1n2/1q2p3/1n6/1P2P1N1/PB1PQPPP/1BR1K2R b K - 5 12,0.0,b
r1br2k1/pp3ppp/1q1b1n2/4p3/1n2N3/1P2P3/PB1PQPPP/1BR2K1R b - - 9 14,0.0,b
r2r2k1/pp1b1ppp/1q1b4/4p3/1n2B3/1P2PQ2/PB1P1PPP/2R2K1R b - - 2 16,0.0,b
r2r2k1/pB1b1ppp/3b4/1q2p3/2R5/1P2PQ2/nB1P1PPP/5K1R b - - 0 18,0.0,b
B2r2k1/p2b1ppp/3b4/4p3/2q5/4P3/nB1PQPPP/5K1R b - - 1 20,0.0,b
r5k1/p2b1ppp/Q2b4/4p3/8/1q2P3/nB1P1PPP/4K2R b - - 1 22,0.0,b
3r2k1/p4ppp/Q2b4/4p3/6P1/1q2P3/nB1P2PP/4K2R b - - 0 24,0.0,b
1r4k1/p4ppp/Q7/4p3/6P1/4P3/nq1P2PP/4K2R b - - 1 26,0.0,b
1r4k1/p4ppp/Q7/4p3/6P1/2P1P3/4K1PP/q6R b - - 0 28,0.0,b
6k1/p4ppp/q7/4p3/6P1/2P1P1K1/1r4PP/7R b - - 3 30,0.0,b
6k1/p4p1p/8/4p1p1/6P1/2P1P1K1/1R2q1PP/8 b - - 0 32,0.0,b
3r2k1/pb2rppp/1p3n2/1B2q3/1p2P2n/P5NP/4QPP1/2R1R1K1 w - - 2 28,1.0,w
7k/pb1rrppp/1p3n2/4q3/1PB1P2n/6NP/4QPP1/2R1R1K1 w - - 3 30,1.0,w
1q5k/pb1rrppp/1p3nn1/8/1PB1P3/5QNP/5PP1/2R1R1K1 w - - 7 32,1.0,w
1q5k/p3rppp/1p3nn1/8/1PB1b3/5QNP/5PP1/3R2K1 w - - 0 34,1.0,w
7k/p3rppp/1p3Nn1/8/1PB5/5q1P/5PP1/3R2K1 w - - 0 36,1.0,w
4Rn1k/p4ppp/1p3N2/8/1PB5/5q1P/5PP1/6K1 w - - 1 38,1.0,w
3r1k2/pb3p1p/1p3np1/1P6/2BrP2n/5PNP/6P1/2R1R1K1 w - - 0 34,1.0,w
3r1k2/pb1r1p1p/1p4p1/1P1nP3/2B4n/5P1P/4N1P1/2R1R1K1 w - - 1 36,1.0,w
3r1k2/pb2rp1p/1p2P1p1/1P1n4/2B5/5P1P/4N1K1/2R1R3 w - - 1 38,1.0,w
3r4/pb3Pkp/1p4p1/1P1n4/8/1B3P1P/4r1K1/2R1R3 w - - 0 40,1.0,w
8/pb3Pkp/1p4p1/1P6/5n2/1B1r1P1P/4R3/2R2K2 w - - 3 42,1.0,w
6k1/pb3R1p/1p4p1/1P6/8/1B1r1P1P/4n3/2R2K2 w - - 2 44,1.0,w
7k/pR5p/1p4p1/1P6/8/1B3P1P/4n3/3r1K2 w - - 0 46,1.0,w
7k/1R5p/1p4p1/pP6/5n2/5P1P/2B5/5K2 w - a6 0 48,1.0,w
7k/PR5p/1p3np1/8/8/5P1P/2B5/5K2 w - - 1 50,1.0,w
3r1k2/p2r1ppp/1p2bn2/1P6/4P2n/5PNP/4B1P1/R3R1K1 w - - 5 36,1.0,w
3r1k2/p2r1ppp/1p2b3/1P1nP3/8/3B1PNP/6n1/R3R1K1 w - - 0 38,1.0,w
3r1k2/p2r1ppp/1p2b3/1P2P3/8/3n1PNP/7K/R3R3 w - - 0 40,1.0,w
3r1k2/p2r1ppp/1p2b3/1P2P3/8/R4PNn/7K/R7 w - - 0 42,1.0,w
3r1k2/R4ppp/1p2b3/1P2P3/8/5PNn/8/R2r3K w - - 3 44,1.0,w
5k2/R4ppp/1p2b3/1P2P3/8/5PNn/3r2K1/8 w - - 2 46,1.0,w
5k2/R4ppp/1p6/1P1rP3/2b5/5PNn/8/4K3 w - - 6 48,1.0,w
5k2/5ppp/1p6/1P2r3/2R5/5PNn/3K4/8 b - - 1 50,1.0,b
5k2/5ppp/1p6/1r6/7R/5PNn/4K3/8 b - - 1 52,1.0,b
5k2/5ppp/1p6/1r6/7R/5KN1/8/8 b - - 0 54,1.0,b
5k2/5pp1/1p5p/8/4RK2/1r4N1/8/8 b - - 3 56,1.0,b
5k2/5pp1/1p5p/8/3NRK2/8/2r5/8 b - - 7 58,1.0,b
5k2/5p2/1p5p/2r3p1/4R3/6K1/4N3/8 b - - 1 60,1.0,b
5k2/5p2/1p5p/2r3p1/4R3/6K1/4N3/8 b - - 5 62,1.0,b
5k2/5p2/1p5p/r5p1/4R3/5NK1/8/8 b - - 9 64,1.0,b
8/5pk1/1p5p/6p1/4R3/5N2/r7/5K2 b - - 13 66,1.0,b
8/5pk1/7p/1p4p1/3NR3/8/4K3/r7 b - - 3 68,1.0,b
8/5pk1/7p/1p4p1/3NR3/r7/3K4/8 b - - 7 70,1.0,b
r7/5pk1/7p/6p1/1N2R3/8/3K4/8 b - - 0 72,1.0,b
3r4/5p2/6kp/6p1/8/3N4/3KR3/8 b - - 4 74,1.0,b
8/5p2/3r3p/5kp1/8/2KN4/7R/8 b - - 8 76,1.0,b
8/5p2/3r3p/2N5/4k1p1/2K5/5R2/8 b - - 3 78,1.0,b
8/5p2/7p/2Nr4/6p1/2K5/8/8 w - - 0 81,1.0,w
8/5p2/7p/3r4/8/2K5/6p1/N7 w - - 0 83,1.0,w
8/5p2/8/3r4/7p/2K5/6p1/N7 w - - 0 85,1.0,w
8/5p2/8/3r4/8/2K5/6pp/N7 w - - 0 87,1.0,w
8/8/5p2/8/8/2K5/3r2pp/N7 w - - 2 89,1.0,w
8/8/8/8/5p2/8/2NK2pp/8 w - - 0 91,1.0,w
8/8/8/8/8/8/2NK1ppp/8 w - - 0 93,1.0,w
8/8/8/8/8/8/2NK3p/5qq1 w - - 0 95,1.0,w
8/8/8/8/8/8/2K4p/q2q4 w - - 2 97,1.0,w
5k2/p1rr1ppp/1p6/1P1nP3/5P1n/R5PP/4N3/R5K1 b - - 0 41,1.0,b
8/p1rrkppp/1p4n1/1P1nP3/3N1P2/3R2PP/8/R5K1 b - - 4 43,1.0,b
8/p1rrkppp/1p6/1P2PN2/5n2/3R3P/8/R5K1 b - - 1 45,1.0,b
8/p1rrkpNp/1p6/1P2P3/5n2/5R1P/8/R5K1 b - - 2 47,1.0,b
8/p1rr1p1p/1p2k1n1/1P2PN2/8/5R1P/8/4R1K1 b - - 6 49,1.0,b
8/p1rr1pNp/1p6/1P1kn3/8/5R1P/8/3R2K1 b - - 3 51,1.0,b
8/p1rr1pNp/1p6/1P6/4k3/5n1P/5K2/3R1R2 b - - 7 53,1.0,b
8/p4pNp/1p6/1P6/4k3/5n1P/2r5/3R1K2 b - - 2 55,1.0,b
8/p2R2Np/1p3p2/1P6/4k3/5n1P/4K3/2r5 b - - 3 57,1.0,b
8/R5Np/1p6/1P3p2/3nk3/7P/5K2/2r5 b - - 0 59,1.0,b
8/4R1Np/1p6/1P6/3nkp2/7P/2r5/5K2 b - - 1 61,1.0,b
8/4R1Np/1p6/1P6/3n1p2/5k1P/7K/2r5 b - - 5 63,1.0,b
8/4R2p/1p6/1nr5/5p1N/5k1P/7K/8 b - - 3 65,1.0,b
8/5R2/1p6/2r5/3n1p1N/7P/5k1K/8 b - - 2 67,1.0,b
8/8/1p6/8/2Rn1p1N/7P/4k2K/8 b - - 2 69,1.0,b
8/8/1p6/8/4R2N/7P/4kp1K/8 b - - 1 71,1.0,b
8/8/1p6/8/5R1N/4k1KP/5p2/8 b - - 5 73,1.0,b
8/8/1p6/8/3k3N/6KP/8/3R4 b - - 2 75,1.0,b
8/8/1p6/2k2N2/8/6KP/8/2R5 b - - 6 77,1.0,b
8/8/1pk5/5N2/8/5K1P/8/4R3 b - - 10 79,1.0,b
8/8/1p2k3/5N2/4K3/7P/8/2R5 b - - 14 81,1.0,b
4k3/8/1p2K3/5N2/8/7P/8/2R5 b - - 18 83,1.0,b
5k2/8/4K2N/1p6/8/7P/8/6R1 b - - 1 85,1.0,b
4k1R1/5N2/4K3/8/1p6/7P/8/8 b - - 1 87,1.0,b
3rr1k1/pb3ppp/1p3n2/2p1q3/2B1P2n/PP4NP/4QPP1/2R1R1K1 b - - 2 26,1.0,b
3Rr1k1/p4ppp/1pb2n2/2p5/2B1Pq1n/PP4NP/4QPP1/2R3K1 b - - 0 28,1.0,b
4r1k1/p4ppp/1pbR1n2/2p5/2B1P2n/qP4NP/4QPP1/6K1 b - - 1 30,1.0,b
b3r1k1/p4ppp/1p6/2p4N/2B1n2n/qP5P/4QPP1/3R2K1 b - - 1 32,1.0,b
b3r1k1/p4pNp/1p6/q1p5/2B1n3/1P3Q1P/5PP1/3R2K1 b - - 0 34,1.0,b
b3Q3/p6p/1p5k/q1p5/2B1n3/1P5P/5PP1/3R2K1 b - - 0 36,1.0,b
8/pb4Qp/1p6/q1p3k1/2B1n3/1P5P/5PP1/3R2K1 b - - 4 38,1.0,b
8/pQ6/1p6/q1p5/2B1nk2/1P5P/5PP1/3R2K1 b - - 0 40,1.0,b
8/pQ6/1p6/2p5/2B2k2/1P5P/q5P1/3R2K1 b - - 2 42,1.0,b
8/p4Q2/1p6/q1p5/2B1k3/1P4PP/8/3R2K1 b - - 0 44,1.0,b
r4rk1/ppb1qpp1/2p2nbp/P1Pp4/1P1BnP2/3BP3/2Q3PP/RN3RK1 w - - 0 16,0.0,w
rr4k1/ppb1qpp1/P1p2n1p/2Pp1P1b/1P1Bn3/3BP3/2Q3PP/RN3RK1 w - - 1 18,0.0,w
r5k1/prb1qpp1/5n1p/1pPp1P1b/3Bn3/3BP3/2Q3PP/RN3RK1 w - - 0 20,0.0,w
r5k1/p1b2pp1/1rPq1n1p/1p1p1P1b/3Bn3/3BP3/2Q3PP/RN2R1K1 w - - 3 22,0.0,w
r5k1/p1bq1pp1/2r2n1p/1p1p1P1b/3Bn3/3BP1P1/1Q5P/RN2R1K1 w - - 2 24,0.0,w
1r4k1/p1b2pp1/2q2n1p/3p1P1b/3Bn3/4P1P1/1Q5P/RN2R1K1 w - - 0 26,0.0,w
1r4k1/p1b2pp1/2q2n1p/3p1P1b/3Bn3/4P1P1/7P/RN3RK1 w - - 2 28,0.0,w
6k1/2b2pp1/2q2n1p/3p1P1b/3Bn3/4P1P1/7P/rN3RK1 w - - 0 30,0.0,w
6k1/3q1pp1/5n1p/3p1P1b/3Bn3/4P1b1/7P/1N3RK1 w - - 0 32,0.0,w
6k1/3q1pp1/5n1p/3p1P1b/3B4/4P3/6K1/1N3n2 w - - 0 34,0.0,w
6k1/5pp1/5n1p/3p3b/3B4/4P3/6K1/1q6 w - - 0 36,0.0,w
6k1/6p1/5p1p/3p3b/3Bn3/4P3/6K1/1q6 w - - 0 38,0.0,w
6k1/6p1/5p1p/3p3b/4n3/8/6K1/1q6 w - - 0 40,0.0,w
6k1/6p1/5p1p/7b/4n3/3p4/6K1/1q6 w - - 0 42,0.0,w
3r2k1/pb3ppp/1p3n2/4q3/1PB1P2n/4Q1NP/3r1PP1/2R1R1K1 b - - 2 30,0.5,b
3r4/pb3kpp/1p3n2/4q3/1P1rP2n/4Q1NP/5PP1/R3R1K1 b - - 1 32,0.5,b
8/Rb1r1kpp/1p3n2/4q3/1P2P2n/3r2NP/4QPP1/4R1K1 b - - 0 34,0.5,b
8/3r1kpp/1p1r1n2/4q3/1P2N2n/7P/R3QPP1/4R1K1 b - - 0 36,0.5,b
8/3r1kpp/1p1r4/8/1P2R2n/7P/R4PP1/6K1 b - - 0 38,0.5,b
8/3r1kpp/1p6/4Rn2/1P6/7P/R4PPK/3r4 b - - 4 40,0.5,b
8/3r2pp/5k2/1p3n2/1P6/6PP/R3RP1K/3r4 b - - 0 42,0.5,b
8/3r2pp/7n/1p2R1k1/1P4P1/7P/R4P1K/3r4 b - - 2 44,0.5,b
8/2r3pp/7n/1R6/1P3kP1/7P/R4PK1/3r4 b - - 2 46,0.5,b
8/2r3pp/7n/2R5/1P1r1kP1/7P/5PK1/R7 b - - 6 48,0.5,b
8/R4npp/8/2P5/3r1kP1/7P/5PK1/8 b - - 2 50,0.5,b
8/6Rp/8/2P3n1/2r2kPP/8/5PK1/8 b - - 0 52,0.5,b
8/7R/4n3/2P1k3/2r3PP/8/5PK1/8 b - - 0 54,0.5,b
8/7R/4n3/2P1k3/5r1P/6K1/5P2/8 b - - 3 56,0.5,b
8/4R3/5k2/2n5/5K1P/8/5P2/8 b - - 0 58,0.5,b
8/8/5k2/2n5/3K3P/8/5P2/8 b - - 3 60,0.5,b
8/8/5k2/4n2P/8/2K5/5P2/8 b - - 0 62,0.5,b
8/3n4/8/6kP/8/2K5/5P2/8 b - - 4 64,0.5,b
8/3n4/8/3K2kP/8/8/5P2/8 b - - 8 66,0.5,b
8/8/4K3/6kP/4n3/5P2/8/8 b - - 0 68,0.5,b
8/8/3K4/6kn/8/5P2/8/8 b - - 1 70,0.5,b
8/8/8/2K4n/8/5k2/8/8 b - - 1 72,0.5,b
8/8/8/2K5/4kn2/8/8/8 b - - 5 74,0.5,b
8/8/8/2Kn4/8/3k4/8/8 b - - 9 76,0.5,b
8/8/8/8/3k1n2/1K6/8/8 b - - 13 78,0.5,b
8/8/8/8/3k4/1K2n3/8/8 b - - 17 80,0.5,b
8/8/8/8/3k4/1K2n3/8/8 b - - 21 82,0.5,b
8/8/8/4n3/3k4/8/3K4/8 b - - 25 84,0.5,b
8/8/8/8/4k3/5n2/5K2/8 b - - 29 86,0.5,b
8/8/8/8/3n1k2/8/5K2/8 b - - 33 88,0.5,b
8/8/8/8/3n1k2/8/5K2/8 b - - 37 90,0.5,b
8/8/2n5/5k2/8/3K4/8/8 b - - 41 92,0.5,b
8/8/2n5/8/4k3/2K5/8/8 b - - 45 94,0.5,b
8/8/2n5/8/4k3/8/2K5/8 b - - 49 96,0.5,b
8/8/8/4n3/8/4k3/2K5/8 b - - 53 98,0.5,b
8/8/8/8/3k4/5n2/2K5/8 b - - 57 100,0.5,b
8/8/8/8/2kn4/8/8/2K5 b - - 61 102,0.5,b
8/8/8/8/3n4/2k5/K7/8 b - - 65 104,0.5,b
8/8/8/1n6/8/8/1K1k4/8 b - - 69 106,0.5,b
8/8/8/8/K2n4/2k5/8/8 b - - 73 108,0.5,b
rnbq1rk1/ppb2ppp/2p2n2/2Pp4/1P2p3/P2PP3/2Q1BPPP/RNB2RK1 b - - 0 9,1.0,b
rnb1qrk1/ppb2ppp/2p2n2/2Pp4/1P6/P2BP3/1BQ2PPP/RN3RK1 b - - 2 11,1.0,b
rnb2rk1/pp3ppp/2p2n2/2Ppq3/1P6/P2BP3/2QN1PPP/R4RK1 b - - 1 13,1.0,b
rn3rk1/pp3ppp/2p2n2/2Ppq2b/1P6/P2BPN1P/2Q2PP1/R4RK1 b - - 2 15,1.0,b
rn3rk1/pp3ppp/2p2n2/2Pp2q1/1P6/P2BPP1P/2Q2P1K/R4R2 b - - 2 17,1.0,b
rn3rk1/pp3ppp/2p2n2/2Pp3q/1P6/P2BPP1P/2Q2PK1/R4R2 b - - 6 19,1.0,b
rn1r2k1/pp3ppp/2p2n2/2P4q/1P1p4/P2BPP1P/2Q2PK1/3R2R1 b - - 1 21,1.0,b
r2r2k1/pp1n1ppp/2p2n2/2P4q/1P6/P2BPPKP/2Q5/3R2R1 b - - 0 23,1.0,b
r2R2k1/pp3ppn/2p5/2P1n2q/1P6/P3PPKP/2Q5/6R1 b - - 0 25,1.0,b
3r2k1/pp3pp1/2p2n2/2P1n2q/1P6/P3PPKP/8/5QR1 b - - 3 27,1.0,b
4r1k1/pp3pp1/2p2nn1/2P4q/1P6/P3PP1P/5K2/3Q2R1 b - - 7 29,1.0,b
4r1k1/pp3ppq/2p2nn1/2P5/1P2P3/P4P1P/4K3/3Q2R1 b - - 0 31,1.0,b
4r1k1/pp3ppq/2p2n2/2P5/1P2P3/P3KP1n/8/3Q3R b - - 1 33,1.0,b
4r1k1/pp3ppq/2p5/2P5/1P2Pnn1/P4P2/3K4/3Q3R b - - 5 35,1.0,b
3Q2k1/pp3pp1/2p5/2P5/1P2Pnn1/P4P2/8/2K4q w - - 0 38,1.0,w
rnb2rk1/pp3ppp/2p2n2/3pp3/2P5/qPN1P3/P1BP1PPP/2RQK2R b K - 1 10,1.0,b
r1br2k1/pp1n1ppp/2p2n2/3pp3/2P5/qPN1PP2/P1BP1KPP/2RQ3R b - - 2 12,1.0,b
r1br2k1/pp1n1ppp/2p2n2/8/2PpN3/qP3P2/P1BP1KPP/2RQ3R b - - 1 14,1.0,b
r1br2k1/pp3ppp/2p2n2/8/2Pp4/1P3P2/q1BP1KPP/2RQR3 b - - 1 16,1.0,b
r1br1k2/pp3ppp/2p5/8/2Pp2P1/1P6/q1BP1KPP/R2QR3 b - - 0 18,1.0,b
r2r1k2/pp3ppp/2p5/8/2Pp4/1P6/R2P1KPP/3BR3 b - - 0 20,1.0,b
r3k3/pp3ppp/2p5/8/2Pp4/1P6/R1BP1KPP/8 b - - 1 22,1.0,b
r3k3/pp3p1p/2p3p1/8/2P5/1P1B1K2/R2P2PP/8 b - - 1 24,1.0,b
3r4/pp2kp1p/2p3B1/8/2P5/1P3K2/3P2PP/R7 b - - 0 26,1.0,b
R7/1p1rk2p/2p3p1/8/2P5/1P3K2/3P2PP/8 b - - 2 28,1.0,b
7R/1p2k2p/2p3p1/8/2P2K2/1P1r4/6PP/8 b - - 3 30,1.0,b
8/1p1R4/2p2kp1/8/2P2K2/1r6/6PP/8 b - - 1 32,1.0,b
8/1p6/3R1kp1/2p5/1rP2K2/8/6PP/8 b - - 1 34,1.0,b
8/1p3k2/5R2/2p1K1p1/1rP5/8/6PP/8 b - - 1 36,1.0,b
8/1p2k3/8/2p1K1R1/2r5/8/6PP/8 w - - 0 39,1.0,w
5k2/1R6/8/2p1K3/3r4/8/6PP/8 w - - 1 41,1.0,w
2R5/6k1/8/2p1K3/8/8/3r2PP/8 w - - 5 43,1.0,w
2R5/8/7k/2p1K3/8/8/6rP/8 w - - 0 45,1.0,w
8/6k1/8/2p1K3/8/7R/3r3P/8 w - - 4 47,1.0,w
8/6k1/8/2p2K2/8/7R/7r/8 w - - 0 49,1.0,w
8/4k3/8/2p2K2/8/8/2R5/8 w - - 3 51,1.0,w
8/3k4/8/4K3/2R5/8/8/8 w - - 1 53,1.0,w
4k3/8/4K3/8/8/8/8/2R5 w - - 5 55,1.0,w
4k3/8/4K3/8/8/8/8/2R5 w - - 9 57,1.0,w
4k3/8/4K3/8/6R1/8/8/8 w - - 13 59,1.0,w
3rr1k1/p2bqppp/1p3nn1/2p2N2/8/1P2P2P/P1Q2PP1/1BR1R1K1 b - - 1 22,0.5,b
3rr1k1/p4ppp/1pb1qnn1/2p5/8/1P2P1NP/P1Q1RPP1/1BR3K1 b - - 5 24,0.5,b
3rr1k1/p4ppp/1pb2nn1/2p3q1/4P3/1P4NP/P1Q2PP1/1BR1R1K1 b - - 2 26,0.5,b
4r1k1/p2r1ppp/1pb2nn1/2p5/4P3/1P4NP/P2Q1PP1/1BR1R1K1 b - - 0 28,0.5,b
4r1k1/p4ppp/1pb2nn1/2p5/4P3/1P4NP/P4PP1/1B1R2K1 b - - 0 30,0.5,b
4r1k1/p4ppp/1p4n1/2p5/4n3/1P5P/P4PP1/1B2R1K1 b - - 1 32,0.5,b
4n1k1/p4ppp/1p4n1/2p5/8/1P5P/P4PPK/1B6 b - - 1 34,0.5,b
6k1/p4ppp/1p1n4/2p2B2/5n2/1P4KP/P4PP1/8 b - - 5 36,0.5,b
6k1/p4ppp/1p6/2p2n2/8/1P5P/P3KPP1/8 b - - 0 38,0.5,b
8/p3kppp/1p6/2p5/3n4/1P1K3P/P4PP1/8 w - - 4 41,0.5,w
8/p3kppp/1p6/2p5/7n/1P5P/P3KPP1/8 w - - 8 43,0.5,w
8/p3kppp/1p6/2p1n3/8/1P1K2PP/P4P2/8 w - - 3 45,0.5,w
8/p3kppp/1p6/8/2n5/6PP/P3KP2/8 w - - 0 47,0.5,w
8/p4ppp/1p1nk3/8/8/4K1PP/P4P2/8 w - - 4 49,0.5,w
8/p4ppp/1p1n4/4k3/8/3K2PP/P4P2/8 b - - 8 51,0.5,b
8/p4ppp/1p6/3k4/4n1P1/7P/P3KP2/8 b - - 0 53,0.5,b
8/p4ppp/1p6/3k4/6P1/2K4n/P4P2/8 b - - 1 55,0.5,b
8/p4ppp/1p6/3k4/6n1/8/P7/4K3 b - - 1 57,0.5,b
8/p4ppp/1p6/4n3/3k4/8/P4K2/8 b - - 5 59,0.5,b
8/p4ppp/1p6/8/1n1k4/P5K1/8/8 b - - 0 61,0.5,b
8/p4ppp/1p6/8/P2k4/4nK2/8/8 b - - 2 63,0.5,b
8/p4ppp/1p6/3n4/P1k5/5K2/8/8 w - - 6 66,0.5,w
8/p4ppp/8/p7/2k3K1/2n5/8/8 w - - 0 68,0.5,w
8/p4ppp/8/8/2k2K2/p1n5/8/8 w - - 0 70,0.5,w
8/p4ppp/8/8/2k2K2/2n5/8/q7 w - - 0 72,0.5,w
8/p4ppp/8/8/2k5/2n1K2q/8/8 w - - 4 74,0.5,w
8/p4ppp/8/8/2k5/2n5/8/2K4q w - - 8 76,0.5,w
8/p4ppp/8/8/2k5/2n5/2K5/4q3 b - - 12 79,0.5,b
8/5ppp/p7/8/1k6/2n5/2K5/4q3 b - - 1 81,0.5,b
8/5ppp/p7/8/1k6/2n5/2K5/4q3 b - - 5 83,0.5,b
r1b1r1k1/pp3ppp/1npq1n2/8/2RN4/1P2P2P/P4PP1/1B1Q1RK1 w - - 1 16,1.0,w
r1b1r2k/pp1q1ppp/1nN2n2/8/8/1P2P2P/P4PP1/1BRQ1RK1 w - - 1 18,1.0,w
r1b4k/pp2rppp/1n1q1n2/8/3N4/1P2PQ1P/P4PP1/1BR2RK1 w - - 5 20,1.0,w
r1b4k/pp2rppp/1n1q1n2/8/3N4/1P2PQ1P/P4PP1/1BR2RK1 w - - 9 22,1.0,w
r1bq3k/p3rppp/1nR2n2/8/8/1P2PQ1P/P4PP1/1B3RK1 w - - 1 24,1.0,w
r2q3k/p2brp1p/1n3p2/8/8/1P2PQ1P/P4PP1/1B1R2K1 w - - 0 26,1.0,w
r2q3k/p2brp1p/1n6/6Q1/8/1P2P2P/P4PP1/1B1R2K1 w - - 3 28,1.0,w
3rr1k1/p3qppp/1p2bnn1/2p5/8/PP2P1NP/4QPP1/1BR1R1K1 w - - 1 24,1.0,w
3rr1k1/p1q2ppp/1p3nn1/2p5/2Q5/PP2P1NP/5PP1/1B2R1K1 w - - 1 26,1.0,w
3rr1k1/p2q1pp1/1p3np1/2p5/2Q5/PP2P2P/4NPP1/4R1K1 w - - 0 28,1.0,w
3rr1k1/p2q1pp1/5n2/1pp3p1/2Q5/PP2P2P/4NPP1/4R1K1 w - - 0 30,1.0,w
3rr1k1/p3qpp1/5n2/1Q4p1/8/PP2P2P/4NPP1/4R1K1 w - - 1 32,1.0,w
4r1k1/p3qpp1/5n2/3r2Q1/5N2/PP2P2P/5PP1/4R1K1 w - - 3 34,1.0,w
4r1k1/p4pp1/8/3Q4/8/qP2P2P/5PP1/4R1K1 w - - 0 36,1.0,w
3r2k1/p3qpp1/8/8/8/1P2PQ1P/5PP1/5RK1 w - - 4 38,1.0,w
3r2k1/p3qpp1/8/8/6Q1/1P2P2P/5PP1/2R3K1 w - - 8 40,1.0,w
3r1k2/p4pp1/4q3/8/1P6/4P1QP/5PP1/2R3K1 w - - 1 42,1.0,w
5k2/2R2pp1/p3q3/8/1P6/3rPQ1P/5PP1/6K1 w - - 0 44,1.0,w
5k2/5pp1/p1Q5/8/1P6/4P2P/5PP1/3r2K1 w - - 1 46,1.0,w
5k2/1Qr2pp1/p7/8/1P6/4P2P/5PPK/8 w - - 5 48,1.0,w
2brr1k1/p3qppp/1p3n2/2p5/2Q4n/PP2P1NP/5PP1/1BR1R1K1 b - - 2 24,0.5,b
3rr1k1/p3qppp/1p2bn2/2p5/7Q/PP2PPNP/5P2/1BR1R1K1 b - - 2 26,0.5,b
3rr1k1/p4p1p/1p1qbnpQ/2p5/8/PP2PPNP/2B2P2/2R1R1K1 b - - 3 28,0.5,b
1q1rr1k1/p4p1p/1p2b1pQ/2p5/4B3/PP2PP1P/5P2/2R1R1K1 b - - 0 30,0.5,b
1q1r2k1/p4p1p/1p2r1pQ/2pB4/8/Pb2PP1P/5P2/2R1R1K1 b - - 3 32,0.5,b
3r2k1/p4p1p/1p2r1p1/2pb4/5P2/P4P1P/5P2/2R1R1K1 b - - 0 34,0.5,b
3r2k1/p4p1p/1p4p1/2p5/5P2/P4b1P/5P1K/4R3 b - - 1 36,0.5,b
3r2k1/p4p1p/1pb3p1/8/2p2P2/P5KP/5P2/2R5 b - - 3 38,0.5,b
6k1/p4p1p/1p4p1/1b6/2p2P2/P2r1PKP/8/1R6 b - - 0 40,0.5,b
4b1k1/p4p1p/1p4p1/8/4RP2/P1pr1PKP/8/8 b - - 1 42,0.5,b
6k1/p4p1p/1p4p1/8/2R2P2/P1pr1b1P/7K/8 b - - 1 44,0.5,b
2R3k1/p4p1p/1p4p1/3b4/5P2/P2r3P/7K/8 b - - 2 46,0.5,b
8/p2R1p1p/1p3kp1/3b4/5P2/P2r3P/7K/8 b - - 6 48,0.5,b
8/R4p1p/1p1k2p1/3b4/P4P2/3r3P/7K/8 b - - 0 50,0.5,b
8/R4p1p/1p1k2p1/3b4/P4P1K/7P/6r1/8 b - - 4 52,0.5,b
8/R4p1p/1p1kb3/P5P1/7K/7P/6r1/8 b - - 0 54,0.5,b
8/3b1p1p/R2k4/6P1/7K/7P/6r1/8 b - - 2 56,0.5,b
2b5/5p1p/8/2k3P1/7K/7P/6r1/2R5 b - - 6 58,0.5,b
8/2R2p1p/8/6P1/4k2K/7P/6r1/8 b - - 2 60,0.5,b
8/5R1p/8/6P1/7K/5k1P/5r2/8 b - - 0 62,0.5,b
8/7R/8/6PK/5r2/7P/6k1/8 b - - 2 64,0.5,b
8/8/6K1/6P1/5rk1/8/8/7R b - - 3 66,0.5,b
8/8/6K1/6P1/3r4/5k2/8/4R3 b - - 7 68,0.5,b
8/8/6K1/6P1/3r4/4k3/8/4R3 b - - 11 70,0.5,b
8/8/3r4/4RKP1/8/8/3k4/8 b - - 15 72,0.5,b
8/8/8/4R1P1/3r4/5K2/3k4/8 b - - 19 74,0.5,b
8/8/8/2R3P1/3r4/3k2K1/8/8 b - - 23 76,0.5,b
8/5r2/8/5RP1/5K2/3k4/8/8 b - - 27 78,0.5,b
8/6r1/8/R5P1/3k4/5K2/8/8 b - - 31 80,0.5,b
8/5r2/8/6P1/8/R1k5/4K3/8 b - - 35 82,0.5,b
8/6r1/8/4R1P1/1k6/8/4K3/8 b - - 39 84,0.5,b
8/6r1/8/R5P1/3k4/8/3K4/8 b - - 43 86,0.5,b
4r3/8/8/R5P1/3k4/8/3K4/8 b - - 47 88,0.5,b
6r1/8/8/4k1P1/R7/8/4K3/8 b - - 51 90,0.5,b
8/8/8/4kr2/R7/4K3/8/8 b - - 3 92,0.5,b
8/8/4k3/8/5K2/8/8/8 b - - 0 94,0.5,b
8/5k2/8/8/8/8/5K2/8 b - - 4 96,0.5,b
8/5k2/8/8/8/8/5K2/8 b - - 8 98,0.5,b
r1b1r1k1/pp1n1ppp/2pq1n2/3Pp3/8/1P2P2P/P2PNPP1/1BRQ1RK1 b - - 0 13,0.0,b
r1b1r1k1/pp3ppp/1n1q1n2/3pp3/8/1P2P1NP/P2P1PP1/1BRQR1K1 b - - 3 15,0.0,b
