target_cp,original_eval,fitted_eval
43.000000,258.000000,-40.965247
58.000000,154.000000,-234.830917
223.000000,-406.000000,167.953112
-806.000000,-702.000000,-204.047819
114.000000,-121.000000,87.737791
353.000000,2.000000,682.959471
-254.000000,-136.000000,-1415.214774
-243.000000,-428.000000,-1738.299483
55.000000,-363.000000,-10.092481
268.000000,-46.000000,855.494941
30.000000,205.000000,122.409887
-447.000000,-441.000000,-1206.645066
15.000000,-155.000000,-116.262709
-180.000000,353.000000,-3053.469310
-195.000000,488.000000,-2925.387873
-26.000000,-373.000000,207.463541
-49.000000,-346.000000,242.497761
48.000000,452.000000,577.017503
74.000000,-367.000000,300.548367
-440.000000,-90.000000,648.192262
34.000000,39.000000,311.997984
130.000000,-89.000000,273.033941
83.000000,-129.000000,301.843631
40.000000,-122.000000,230.226128
-456.000000,-299.000000,-2412.563065
-33.000000,-80.000000,491.589826
-14.000000,-599.000000,99.268890
268.000000,-129.000000,31.532394
7.000000,251.000000,-472.495351
109.000000,67.000000,982.334179
235.000000,-186.000000,521.166421
309.000000,-429.000000,-302.558644
156.000000,203.000000,266.083597
-129.000000,102.000000,517.595353
-338.000000,-519.000000,2097.073741
-351.000000,-575.000000,63.913023
-324.000000,-585.000000,-651.295059
75.000000,-59.000000,616.176317
272.000000,-74.000000,-2093.574541
-24.000000,-219.000000,-665.846486
0.000000,-320.000000,-110.542976
-37.000000,390.000000,-160.425846
-59.000000,390.000000,-140.881995
-141.000000,-35.000000,-1009.995100
-268.000000,-318.000000,224.906873
-312.000000,-92.000000,-167.271049
-515.000000,-560.000000,-6723.533135
109.000000,59.000000,1637.171211
127.000000,144.000000,-17.539474
76.000000,-383.000000,32.328905
-421.000000,-658.000000,-59.230989
-178.000000,-259.000000,-470.093448
70.000000,-374.000000,44.628770
212.000000,-286.000000,1175.396872
91.000000,347.000000,-774.419401
-41.000000,-98.000000,-419.988634
-430.000000,-380.000000,-6028.635640
50.000000,112.000000,-470.481264
15.000000,570.000000,77.386534
-352.000000,-21.000000,-330.572985
-509.000000,-372.000000,-1585.831951
513.000000,498.000000,3821.137091
43.000000,-29.000000,34.676920
113.000000,148.000000,-137.691061
115.000000,-329.000000,301.438381
146.000000,-204.000000,-7.369058
80.000000,-528.000000,166.109267
37.000000,-89.000000,-244.112824
-304.000000,-507.000000,-171.070213
-305.000000,-289.000000,-870.913602
-274.000000,-136.000000,-1765.717713
205.000000,-611.000000,-1299.740798
209.000000,307.000000,-947.086498
0.000000,-94.000000,286.230219
16.000000,-56.000000,179.482858
101.000000,-157.000000,-80.100996
-61.000000,96.000000,555.609002
-336.000000,-232.000000,-376.995804
-599.000000,-296.000000,1047.959996
183.000000,-449.000000,1086.860591
